lsc_year,published_year,source_year,analysis_unit,raw_form,matched_text,collapsed_raw_forms,collapsed_matched_texts,collapsed_match_count,acronym_expansion_collapsed,registered_domain,url,target_sentence,token_window_5,target_sentence_plus_adjacent
2015,2015,2019,loneliness,loneliness,Loneliness,loneliness,Loneliness,1,False,disruptusrenovatus.com,http://disruptusrenovatus.com/can-we-die-from-loneliness/,Loneliness is twice as deadly as obesity.,15 cigarettes a day. Loneliness is twice as deadly as,"In Monbiot’s words, ‘Social isolation is as potent a cause of early death as smoking 15 cigarettes a day. Loneliness is twice as deadly as obesity. ’ See, http://www."
2016,2016,2022,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,mariasfarmcountrykitchen.com,http://www.mariasfarmcountrykitchen.com/recovery-lifestyle/,"Instead of social withdrawal and loneliness when you feel consumed with stress, reach out by volunteering to get out of yourself.",Instead of social withdrawal and loneliness when you feel consumed with,"Experiment and be creative. Instead of social withdrawal and loneliness when you feel consumed with stress, reach out by volunteering to get out of yourself. Joyful pursuits are conducive to optimal recovery, so be assertive about incorporating more joy into your daily life."
2016,2016,2016,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,recovering-couples.org,http://recovering-couples.org/couples-resources/couple-stories/2-couples-stories/19-paul-and-jane,"I had decided to try other people and the ""R"" word relationships, as the answer to the loneliness and depression that had marked my life for the first twenty-one years.",as the answer to the loneliness and depression that had marked,"In truth, I had found out that leaving home didn't cure my spiritual and emotional hurts and sex couldn't fix them either. I had decided to try other people and the ""R"" word relationships, as the answer to the loneliness and depression that had marked my life for the first twenty-one years. Jane and I met at a summer camp working with handicapped children."
2016,2016,2016,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,horrorview.com,http://www.horrorview.com/AGGREGATOR/SOURCES/2?page=24,"While Ted uses his severed psyche to fuel the fire of loneliness, his actions become more and more bizarre, and the added sub-plot of a woman (Denovan) who also has lost her cat adds to the intrigue – will these two sufferers of bereavement meet up at some point?","to fuel the fire of loneliness, his actions become more","” I could offer these details up, and some of you awesome readers would certainly agree that they’re a LITTLE off of the beaten path; however, this actually works quite well (should get my own head checked for agreeing on this). While Ted uses his severed psyche to fuel the fire of loneliness, his actions become more and more bizarre, and the added sub-plot of a woman (Denovan) who also has lost her cat adds to the intrigue – will these two sufferers of bereavement meet up at some point? In the meantime, Denovan and Vaughn should be highly commended for their portrayals of two distressed individuals, as this movie takes on so much more than the after-effects of a paralyzing passing."
2017,2017,2025,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,digitalfilmarchive.net,https://digitalfilmarchive.net/collection/lost-connections-162,"Made possible through a unique collaboration between twelve film archives across the UK, the film creates multiple associations with histories and memories, our common experiences of loss, loneliness and isolation, and the need for the human touch.","common experiences of loss, loneliness and isolation, and the","The pandemic has given everyone pause to stop and reflect, to question and re-assess what is most important to us. Made possible through a unique collaboration between twelve film archives across the UK, the film creates multiple associations with histories and memories, our common experiences of loss, loneliness and isolation, and the need for the human touch. It is not a film about the pandemic, it is a film about recovery, hope and renewal, the human character, sadness and joy, what we really value, and our gradual reconnection with each other, our communities, and the world around us."
2017,2017,2022,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,criticalprovisions.com,https://criticalprovisions.com/2017/10/18/180-anna-akhmatova/,"I drink to the ruined house, To the evil of my life, To our shared loneliness And I drink to you– To the lie of lips that betrayed me, To the deadly coldness of the eyes, To the fact that the world is cruel and depraved, To the fact that God did not save.","life, To our shared loneliness And I drink to you","Take “The Last Toast,” here in the translation by Judith Hemschemeyer: . I drink to the ruined house, To the evil of my life, To our shared loneliness And I drink to you– To the lie of lips that betrayed me, To the deadly coldness of the eyes, To the fact that the world is cruel and depraved, To the fact that God did not save. ."
2017,2017,2025,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,davidwolfe.com,https://www.davidwolfe.com/semicolon-tattoo-means/,Programs like Project Semicolon create for those who suffer from depression a sense of global solidarity; the same brand of loneliness they feel is also on the shoulders of millions worldwide.,; the same brand of loneliness they feel is also on,"Part of the tattoo’s implication is a universal nod to that very notion. Programs like Project Semicolon create for those who suffer from depression a sense of global solidarity; the same brand of loneliness they feel is also on the shoulders of millions worldwide. No matter what you’ve been through, if you struggle with depression, suicide, addiction or other such serious issues, you are not alone."
2018,2018,2025,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,silo.pub,https://silo.pub/cravings-anthology.html,"""Did you think I wouldn't understand loneliness?","you think I wouldn't understand loneliness?"" ""I wanted",""" I swallowed hard. ""Did you think I wouldn't understand loneliness? "" ""I wanted you to see me as a man."
2018,2018,2020,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,raystedman.org,https://www.raystedman.org/old-testament/psalms/the-shepherd-psalm,"If there is emptiness and loneliness and despair and frustration in our lives, then the Lord is not our shepherd.",If there is emptiness and loneliness and despair and frustration in,"It is that simple. If there is emptiness and loneliness and despair and frustration in our lives, then the Lord is not our shepherd. Or, if anyone or anything else is shepherding us, we are never satisfied."
2018,2018,2021,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,astrologycafe.com,https://www.astrologycafe.com/astrology-today-september-10-2018/,You may find that you experience times of loneliness.,that you experience times of loneliness. These times are part,THE NORTH NODE THE NORTH NODE IN LEO This a quest to develop your inner strength. You may find that you experience times of loneliness. These times are part of your lesson to forge your own creative life in order to give generously to the world.
2019,2019,2022,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,kellylacey.com,https://kellylacey.com/2019/03/13/dealoftheday-the-truths-and-triumphs-of-grace-atherton-byanstey-harris-simonschusteruk-amazonuk-fabbookfiend/,"In the process, she learns that she is not as alone in the world as she had once thought, that no mistake is insurmountable and that the quiet moments in life can be something to shout about … ‘Brilliantly and movingly written’ Dorothy Koomson ‘A beautifully tender portrait of the complexity of love, the depths of loneliness and the healing power of friendship’ heat ‘A gorgeously written, heartfelt tale about love and loss’ Good Housekeeping ‘An impressively powerful debut’ Claire Frost, Fabulous Magazine ‘Lose yourself among beautiful symphonies, the romantic cities of Europe and quirky characters … a triumph’ Woman’s Weekly ‘This is a powerful and passionate novel, awash with heartbreak but still an uplifting tale of friendship and rebirth.","love, the depths of loneliness and the healing power of","It takes a vivacious old man and a straight-talking teenager to kickstart a new chapter for Grace. In the process, she learns that she is not as alone in the world as she had once thought, that no mistake is insurmountable and that the quiet moments in life can be something to shout about … ‘Brilliantly and movingly written’ Dorothy Koomson ‘A beautifully tender portrait of the complexity of love, the depths of loneliness and the healing power of friendship’ heat ‘A gorgeously written, heartfelt tale about love and loss’ Good Housekeeping ‘An impressively powerful debut’ Claire Frost, Fabulous Magazine ‘Lose yourself among beautiful symphonies, the romantic cities of Europe and quirky characters … a triumph’ Woman’s Weekly ‘This is a powerful and passionate novel, awash with heartbreak but still an uplifting tale of friendship and rebirth. Filled with characters that are fully formed and believable, this book is astute, compelling and extremely readable."
2019,2019,2022,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,vitabrevisliterature.com,https://vitabrevisliterature.com/2019/03/07/poet-robert-okaji-interview/,"Actually connecting, finding that special community – those readers, those editors and publishers who appreciate the writing– offers a balm to the sting of loneliness and rejection.",balm to the sting of loneliness and rejection. As does,"But having said this, the other side of the coin makes up perhaps the best part of writing! Actually connecting, finding that special community – those readers, those editors and publishers who appreciate the writing– offers a balm to the sting of loneliness and rejection. As does contributing to the community – helping edit publications, mentoring newer poets and seeing their work being published, spreading the word about publication possibilities, promoting other writers – actively working at being a good citizen of the poetry community!"
2019,2019,2020,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,thoughts.com,https://thoughts.com/prevent-school-bullying-bullying-can-damage-people-for-life/,- Pay attention to other classmates who may be experiencing some of the same loneliness and rejection you are experiencing and reach out to them in friendship.,experiencing some of the same loneliness and rejection you are experiencing,Your not crazy! - Pay attention to other classmates who may be experiencing some of the same loneliness and rejection you are experiencing and reach out to them in friendship. You could end up forging bonds that will last a lifetime.
2020,2020,2021,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,highlandparkhealthcare.com,https://highlandparkhealthcare.com/pandemic-fatigue/,Stay Connected One major reason why pandemic fatigue has grabbed a hold of so many of us is the lingering feeling of isolation and loneliness.,lingering feeling of isolation and loneliness. We may not be,"Fortunately, there are steps you can take to overcome pandemic fatigue, empowering you to stay as relaxed, calm, and collected as possible. Stay Connected One major reason why pandemic fatigue has grabbed a hold of so many of us is the lingering feeling of isolation and loneliness. We may not be able to host or attend gatherings like many of us used to, but that doesn’t mean we cannot stay connected with friends and family members."
2020,2020,2021,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,djfromtheorphanage.org,https://djfromtheorphanage.org/2020/05/03/im-from-the-government-im-here-to-help-2/,Everyone is hurting; we begin to heal when we start to focus on the pain and loneliness of others.,focus on the pain and loneliness of others.” God,"” I probably surprised them with my answer: “I don’t care who you are, you can help someone. Everyone is hurting; we begin to heal when we start to focus on the pain and loneliness of others. ” God doesn’t need us to help others; He wants us to help others because it’s good for us."
2020,2020,2025,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,zioneducationalsystems.com,https://www.zioneducationalsystems.com/compassion-for-parents-of-troubled-girls-integrity-house-rtc/,It only “drops by” for a short while…unwilling to stay during the long night of loneliness into which grief plunges us.,during the long night of loneliness into which grief plunges us,"” Sympathy will greet us, and offer condolences and make initial contact…but sympathy does not stay for the long haul…throughout the entire grieving process! It only “drops by” for a short while…unwilling to stay during the long night of loneliness into which grief plunges us. Compassion remains."
2021,2021,2023,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,stephenfulder.com,https://www.stephenfulder.com/post/what-is-really-happening-here-on-truth-and-authenticity,"We hide behind and protect this identity and keep out others, finding loneliness under the armour.","keep out others, finding loneliness under the armour. These","We harbor endless masks, labels and descriptions that we attribute to ourselves, with which we construct an identity. We hide behind and protect this identity and keep out others, finding loneliness under the armour. These beliefs are buried in the deepest layers of the way we perceive the world and ourselves in relation to it: ""This is me and that's the world out there""."
2021,2021,2021,loneliness,loneliness,Loneliness,loneliness,Loneliness,1,False,shreveport.lawyer,https://shreveport.lawyer/gday-casino-free-spins/,"It Is Loneliness Even Even Worse, there’s a lot to digest in the mobile gaming world.","without abstinence. It Is Loneliness Even Even Worse, there","To quickly find the answers to some basic questions, but you can’t have recovery without abstinence. It Is Loneliness Even Even Worse, there’s a lot to digest in the mobile gaming world. This law prohibits state-regulated gambling businesses from accepting bets across state lines, a rat race to provide the best mobile casino experience."
2021,2021,2023,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,aaforagnostics.com,https://aaforagnostics.com/blog/the-difference-between-being-dry-and-sober-in-aa/,"“Almost without exception, alcoholics are tortured by loneliness” 12 & 12 – Step Five, page 57 Denial is not a river in Egypt Was it possible that I was on a dry drunk?",", alcoholics are tortured by loneliness” 12 & 12 –","In the end, I found myself isolated and lonely as a dry alcoholic in AA. “Almost without exception, alcoholics are tortured by loneliness” 12 & 12 – Step Five, page 57 Denial is not a river in Egypt Was it possible that I was on a dry drunk? I remember this thought crossing my mind, but I rejected it."
2022,2022,2025,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,thepienews.com,https://thepienews.com/international-view-on-uk-he-value-bouncing-back/,"The survey also asked questions on loneliness, sense of belong and freedom of speech on campus.","survey also asked questions on loneliness, sense of belong and","Some 26% of international fee payers said their experience had been better than expected, compared with the 16% of other students who said the same. The survey also asked questions on loneliness, sense of belong and freedom of speech on campus. The proportion of international students saying they were completely satisfied with their lives was higher than other student groups."
2022,2022,2022,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,thenationalnews.com,https://www.thenationalnews.com/opinion/comment/2022/03/10/is-mental-health-linked-to-the-climate-crisis/,This species loneliness also coincides with growing concerns about social isolation and actual loneliness.,"about social isolation and actual loneliness. For example, in","As parts of our planet become increasingly less biodiverse, we are becoming lonelier as a species and perhaps unhappier. This species loneliness also coincides with growing concerns about social isolation and actual loneliness. For example, in 2018, the UK government appointed its first minister for loneliness in response to the public health impact of a loneliness epidemic."
2022,2022,2022,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,theartsdesk.com,https://theartsdesk.com/node/84716/view,"” Gone are those themes of loneliness and heartbreak, this is an optimistic record, with moments of sunshine and starlight.","Gone are those themes of loneliness and heartbreak, this is","In a telling moment, Parker sings “Strictly speaking, I'm still on track/And all of my dreams are still intact. ” Gone are those themes of loneliness and heartbreak, this is an optimistic record, with moments of sunshine and starlight."
2023,2023,2024,loneliness,loneliness,Loneliness,loneliness,Loneliness,1,False,rogerdlin.com,https://www.rogerdlin.com/post/biblical-counseling,""" Loneliness.","my chosen ones."" Loneliness. ""Where are my",""" ""I might mess something up, and not get love and acceptance from my chosen ones. "" Loneliness. ""Where are my worshipers?"
2023,2023,2024,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,techfily.com,https://techfily.com/kirra-community-care/,"These signs could include difficulty with daily tasks, loneliness, or the need for specialized care due to a medical condition.","difficulty with daily tasks, loneliness, or the need for","It’s essential to recognize signs that your loved ones may benefit from the support and care provided by Kirra Community Care. These signs could include difficulty with daily tasks, loneliness, or the need for specialized care due to a medical condition. In a sea of care providers, Kirra Community Care distinguishes itself through its person-centred approach."
2023,2023,2023,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,xplorecon.com,https://xplorecon.com/chatzone-chat-app-for-singles-app-retailer-knowledge-income-download-estimates-on-play-retailer/,"Hence, In my opinion people merely can’t discover individuals who would go properly with all of them and get loopy relating to their loneliness.",get loopy relating to their loneliness. This incredible website is,"In doing so, they typically occasions present their distinctive anger and habits without indicating specific faults of software. Hence, In my opinion people merely can’t discover individuals who would go properly with all of them and get loopy relating to their loneliness. This incredible website is useful, however, as you possibly can think about, it’s not essentially magic therapy."
2024,2024,2024,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,briteviewresearch.com,https://www.briteviewresearch.com/support-elders-is-emerging-as-the-best-elderly-care-solution-in-kolkata-durgapur-and-hyderabad/,"- Enriching Cognitive Solutions to ensure the mental wellbeing and cognitive fitness of the elderly by facilitating creative, cultural and educational pursuits to help keep dementia, loneliness and even depression at bay.","to help keep dementia, loneliness and even depression at bay","- Expense Reimbursement Services to help the member or care sponsor to manage the member’s expenses seamlessly and accurately, even from a remote location. - Enriching Cognitive Solutions to ensure the mental wellbeing and cognitive fitness of the elderly by facilitating creative, cultural and educational pursuits to help keep dementia, loneliness and even depression at bay. About the company : As their tagline suggests, Support Elders provides holistic care through the integration of different elements to meet the requirements of the elderly."
2024,2024,2024,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,callgirlsoncall.in,https://www.callgirlsoncall.in/dindigul/call-girls-in-palani.html,Get a date with sexy Milan escort girl today and forget loneliness.,escort girl today and forget loneliness. India | Call Girls,Our escort agency offers you the best Milan Palani escorts. Get a date with sexy Milan escort girl today and forget loneliness. India | Call Girls in Bangalore | Call Girls in Mumbai | Call Girls in Jaipur | Call Girls in Hyderabad | Call Girls in Chennai | Call Girls in Delhi | Call Girls in Kolkata | Call Girls in Gurgaon | Call Girls in Aerocity | Call Girls in Pune | Call Girls in Goa | Call Girls in Indore | Call Girls in Ahmedabad | Call Girls in Chandigarh | Call Girls in Lucknow | Call Girls in Ludhiana | Call Girls in Dehradun | Call Girls in Nainital | Call Girls in Manali | Call Girls in Coimbatore | Call Girls in Guwahati | Call Girls in Bhopal | Call Girls in Kochi | Call Girls in Patna | Call Girls in Jammu | Call Girls in Shimla | Call Girls in Agartala | Call Girls in Pondicherry | Call Girls in Bhubaneswar | Call Girls in Dimapur | Call Girls in Aizawl | Call Girls in Shillong | Call Girls in Imphal | Call Girls in Ranchi | Call Girls in Raipur | Call Girls in Visakhapatnam | Escort Service in Palani | Call Girls in Palani | Call Girls in Palani | Palani Escorts | Call Girls in Palani | Escort Service in Palani | Call Girls in Palani | Call Girls in Palani | Call Girls in Palani | Escort Service in Palani | Call Girls in Palani | Call Girls in Palani | Call Girls in Dindigul | Call Girls
2024,2024,2024,loneliness,loneliness,Loneliness,loneliness,Loneliness,1,False,hrmorning.com,https://www.hrmorning.com/articles/employee-well-being-2/,"- Loneliness and isolation in a remote/hybrid work environment: “Company leaders must adapt workplaces to better serve their employees, no matter where they’re working, to prioritize and foster employee connection,” says Hill.",” says Paterson. - Loneliness and isolation in a remote,"“Self-care and wellness should be top of mind for employers who want to foster a healthy workplace,” says Paterson. - Loneliness and isolation in a remote/hybrid work environment: “Company leaders must adapt workplaces to better serve their employees, no matter where they’re working, to prioritize and foster employee connection,” says Hill. What’s in for employee well-being To overcome some of the “outs” for 2024 — and stay ahead in the employee well-being world — here are seven things that are “in” for employee well-being this year: - Support overall well-being: Where possible, provide resources for employees to better manage their well-being in and out of the office to reduce stress."
2025,2025,2025,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,creativity-portal.com,https://www.creativity-portal.com/articles/anne-bennett/collaging/,How I balanced the aching loneliness of a cancer diagnosis with a sense of connection to community.,How I balanced the aching loneliness of a cancer diagnosis with,"Part of the journaling work we do with our cards involves allowing them to tell us what gift or gifts they bring to us. How I balanced the aching loneliness of a cancer diagnosis with a sense of connection to community. If you are in the midst of a journey with cancer, I invite you to pause for a moment now and enter into the space of gratitude."
2025,2025,2025,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,dubai-escorts-service.com,https://dubai-escorts-service.com/escorts-from/nad-al-hammar-escorts/nad-al-hammar/,"In addition to intimacy, Dubai escorts can also be used in order to cure the loneliness that comes from being single for a long period!",in order to cure the loneliness that comes from being single,"Female escorts available for naughty dating’s and for wild evenings in Romania. In addition to intimacy, Dubai escorts can also be used in order to cure the loneliness that comes from being single for a long period! The escort providers should be regarded as a relatively good way of finding a female (or male, trans) companion suitable for any occasion."
2025,2025,2025,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,elokuvalisenssi.fi,https://elokuvalisenssi.fi/en/movies/laitakaupungin-valot/,Watch the movies online Watch free now: Rent now: Stream now: About the movie Subjects - history - psychology Keywords - bullying - domestic - dreams - friendship - lie - loneliness - love - relationships - survival Educational levels - high schools and vocational schools - middle schools Genres - crime - drama Age limits - K-7 Awards - Jussi Studios - Sputnik,- friendship - lie - loneliness - love - relationships -,Available on DVD (not Blu-ray). Watch the movies online Watch free now: Rent now: Stream now: About the movie Subjects - history - psychology Keywords - bullying - domestic - dreams - friendship - lie - loneliness - love - relationships - survival Educational levels - high schools and vocational schools - middle schools Genres - crime - drama Age limits - K-7 Awards - Jussi Studios - Sputnik
2026,2026,2026,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,nancychopra.net,https://bangalore.nancychopra.net/?tag=cheap-female-Call-Girls-in-Bangalore,"Engaging with Bangalore Escorts can alleviate feelings of loneliness and foster enjoyable experiences, enabling clients to connect on a personal level without the complexities often associated with traditional relationships.","Escorts can alleviate feelings of loneliness and foster enjoyable experiences,","Many individuals find themselves in search of social interaction, whether during a business trip or in the comfort of their own homes. Engaging with Bangalore Escorts can alleviate feelings of loneliness and foster enjoyable experiences, enabling clients to connect on a personal level without the complexities often associated with traditional relationships. In addition to companionship, hiring call girls can serve as a source of entertainment."
2026,2026,2026,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,writerstudio.com.au,https://www.writerstudio.com.au/success-stories/,"While aimed at children, this delightfully presented book teaches readers of all ages that horses experience feelings of joy, sadness, gratitude and loneliness.",", sadness, gratitude and loneliness. Congratulations, Anne!","In so doing they teach us that horses have feelings too. While aimed at children, this delightfully presented book teaches readers of all ages that horses experience feelings of joy, sadness, gratitude and loneliness. Congratulations, Anne!"
2026,2026,2026,loneliness,loneliness,loneliness,loneliness,loneliness,1,False,sleep.me,https://sleep.me/post/how-to-overcome-the-challenges-of-sleep-divorce,- Loneliness: It can lead to loneliness as the emotional void of not having a significant other beside you through the night can cause a sense of isolation.,: It can lead to loneliness as the emotional void of,The lack of nightly rituals like snuggling or quiet conversations before sleep can diminish the sense of connection and spontaneous intimacy. - Loneliness: It can lead to loneliness as the emotional void of not having a significant other beside you through the night can cause a sense of isolation. The absence of a bed partner can impact the deep-seated need for connection and comfort.
2014,2014,2019,sadness,sadness,sadness,sadness,sadness,1,False,letmemoveyou.me,http://letmemoveyou.me/the-gift-of-suffering?replytocom=10091,"Upon realising that your thoughts are clouded by feelings of anger, sadness, fear, hurt, guilt and anxiety (that have all been surreptitiously planted there by ego and rooted with what it presents as irrefutable proof), you can begin to free yourself from the gloom through awareness.","by feelings of anger, sadness, fear, hurt,","My own warren was replete with warmth and conveniences – none of which masked the suffering that I chose to wallow in. Upon realising that your thoughts are clouded by feelings of anger, sadness, fear, hurt, guilt and anxiety (that have all been surreptitiously planted there by ego and rooted with what it presents as irrefutable proof), you can begin to free yourself from the gloom through awareness. With the knowledge that ego operates from fear, you can begin to see that all its premises are formed through flawed logic."
2014,2014,2022,sadness,sadness,sadness,sadness,sadness,1,False,eveonline.com,https://forums-archive.eveonline.com/topic/341664/6/,"Your face saving promises Whispered like prayers I don't need them I need The darkness The sweetness The sadness The weakness I need this I need A lullaby A kiss goodnight The angel sweet Love of my life Oh, I need this Well, is it dark enough?",The darkness The sweetness The sadness The weakness I need this,"CSM 12 Candidate Reaver Glitterstim The Scope Gallente Federation #120 - 2014-06-20 17:35:47 UTC Take a look at my body Look at my hands There's so much here That I don't understand Your face saving promises Whispered like prayers I don't need them I've been treated so wrong I've been treated so long As if I'm becoming untouchable Well, contempt loves the silence It thrives in the dark With fine winding tendrils That strangle the heart They say that promises Sweeten the blow But I don't need them No, I don't need them I've been treated so wrong I've been treated so long As if I'm becoming untouchable I'm a slow dying flower Frost killing hour Sweet turning sour And untouchable Oh, I need The darkness The sweetness The sadness The weakness Oh, I need this I need A lullaby A kiss goodnight Angel sweet Love of my life Oh, I need this I'm a slow dying flower Frost killing hour The sweet turning sour And untouchable Do you remember the way That you touched me before All the trembling sweetness I loved and adored? Your face saving promises Whispered like prayers I don't need them I need The darkness The sweetness The sadness The weakness I need this I need A lullaby A kiss goodnight The angel sweet Love of my life Oh, I need this Well, is it dark enough? Can you see me?"
2014,2014,2014,sadness,sadness,sadness,sadness,sadness,1,False,ezsoftech.com,http://www.ezsoftech.com/islamic/download.asp,"Our faith and belief in Almighty God's will are usually enough to console and strengthen our sense of loss, grief or sadness.","of loss, grief or sadness. However as human beings","Contentment: An Islamic Perspective We all experience unhappiness and bereavement at some point in life time. Our faith and belief in Almighty God's will are usually enough to console and strengthen our sense of loss, grief or sadness. However as human beings we are prone to feelings of depression under serious and difficult circumstances."
2015,2015,2023,sadness,sadness,sadness,sadness,sadness,1,False,blabbermouth.net,https://blabbermouth.net/news/motorheads-lemmy-dead-at-70,"""We cannot begin to express our shock and sadness, there aren't words.","to express our shock and sadness, there aren't words.","He had learnt of the disease on December 26th, and was at home, sitting in front of his favorite video game from The Rainbow which had recently made its way down the street, with his family. ""We cannot begin to express our shock and sadness, there aren't words. ""We will say more in the coming days, but for now, please… play MOTÖRHEAD loud, play HAWKWIND loud, play Lemmy's music LOUD."
2015,2015,2022,sadness,sadness,sadness,sadness,sadness,1,False,breakingnewsweb.com,http://www.breakingnewsweb.com/jazz-music/,"Billie delivered this song night after night, overwhelmed with emotions and sadness, later her song become civil rights movement anthem(Baraka,1989)",", overwhelmed with emotions and sadness, later her song become","Benny Goodman and Billie Holiday were amongst the jazz musicians who fought to end racism in the United States, as Goodman used his celebrity in spreading the appreciation of black music, on the other hand Billie Holiday contributions to end racism was by singing about the inhuman lynching of two blacks, Abram Smith and Thomas Shipp in 1930, with their body images hanging from trees. Billie delivered this song night after night, overwhelmed with emotions and sadness, later her song become civil rights movement anthem(Baraka,1989)"
2015,2015,2019,sadness,sadness,sadness,sadness,sadness,1,False,austinartswatch.com,https://austinartswatch.com/2015/04/12/great-god-pan-is-a-grounded-and-poignant-texas-premier/,"As Paige, she plays the role often with an awkward smile, where, even at her happiest, there’s a sadness behind her eyes.",", there’s a sadness behind her eyes. Her","This isn’t to mean that she’s ever over-emotional, or overwhelming, but that, with whatever role she takes on, she live in it with such passion that you can’t help but be glued to the edge of your chair. As Paige, she plays the role often with an awkward smile, where, even at her happiest, there’s a sadness behind her eyes. Her scenes with Katie Kohler, who brings her unique sensitivity to her short time on stage as bulimic young adult Joelle, show Fonseca going through an intense series of emotions in just a few moments, showing her amazing range and control all at once."
2016,2016,2021,sadness,sadness,sadness,sadness,sadness,1,False,ucla.edu,http://anthropoetics.ucla.edu/ap0702/dialog/,"Fukuyama, in contrast, in the only silly passage in his brilliantly prescient 1989 article, evokes the wistful sadness of seeing history come to an end and the boredom of living “after history,” when just the opposite should be the case.","article, evokes the wistful sadness of seeing history come to","Marx, at least, thought of the Hegelian “end of history” as the beginning of a new, creative world of freedom. Fukuyama, in contrast, in the only silly passage in his brilliantly prescient 1989 article, evokes the wistful sadness of seeing history come to an end and the boredom of living “after history,” when just the opposite should be the case. Forgetting for the moment about Bin Laden, the integration of all of humanity into the global economy would not result in a stagnant utopia but in ever more creative and unpredictable forms of interaction on every level."
2016,2016,2025,sadness,sadness,sadness,sadness,sadness,1,False,visualhealingts.com,https://www.visualhealingts.com/app-landing-page,"But if we don't learn how to truly acknowledge our grief and work through it, the ache of loss and sadness can fester within us and slowly consume us.",the ache of loss and sadness can fester within us and,"Learning how to process this pain is essential for finding healing and peace. But if we don't learn how to truly acknowledge our grief and work through it, the ache of loss and sadness can fester within us and slowly consume us. Grief needs to be felt in order for it to be worked through."
2016,2016,2024,sadness,sadness,sadness,sadness,sadness,1,False,naijaolofofo.com,https://www.naijaolofofo.com/full-details-how-the-minister-of-state-for-labour-productivity-his-wife-son-die-in-crash/,"President Muhammadu Buhari expressed shock and sadness at the death of Ocholi, his wife and son.",Muhammadu Buhari expressed shock and sadness at the death of Ocholi,"Senior government officials, who were on the ground at the Hospital when the vehicles arrived, were seen in groups discussing the incident in hushed tones. President Muhammadu Buhari expressed shock and sadness at the death of Ocholi, his wife and son. In a statement on Sunday, Buhari described the death of the minister’s as untimely, regretting that Nigeria had lost a key component of the change agenda."
2017,2017,2018,sadness,sadness,sadness,sadness,sadness,1,False,catintheflock.com,http://www.catintheflock.com/2017/05/what-if-how-the-story-ends-is-up-to-you.html,"I've seen dozens, maybe hundreds, of people on social media expressing genuine grief and sadness over character deaths in the Lifeline games.",media expressing genuine grief and sadness over character deaths in the,"It seems to largely be the case that, if a Player loses Taylor by pushing the character too hard or by supplying incorrect information, there's generally a sense of culpability in the death that makes the Player want to try harder the next time. I've seen dozens, maybe hundreds, of people on social media expressing genuine grief and sadness over character deaths in the Lifeline games. Lisa: (This last one's for my stepson, who loved the first game when it went viral at his high school a few years ago."
2017,2017,2023,sadness,sadness,sadness,sadness,sadness,1,False,wildsidenaturetours.com,https://wildsidenaturetours.com/trip-report/2017-trip-report-morocco-march-25-april-11/,"Our last picnic together was tinged with a little sadness, although the humour quickly followed as a we watched a young trendy guy with a football shirt apparently taking his goat for a walk.","was tinged with a little sadness, although the humour quickly","We released this truly spectacular insect in the undergrowth. Our last picnic together was tinged with a little sadness, although the humour quickly followed as a we watched a young trendy guy with a football shirt apparently taking his goat for a walk. It looked like they did this together all the time."
